order_id,order_date,customer_id,product_name,category,quantity,price,country
2401,2024-05-03,1048,External Hard Drive,Electronics,1,120,Australia
2402,2024-05-12,1016,24 inch Monitor,Electronics,1,220,Singapore
2403,2024-02-11,1035,Desk Lamp,Furniture,5,35,USA
2404,2024-04-21,1012,Laptop Stand,Accessories,4,40,UK
2405,2024-01-07,1054,Wireless Mouse,Electronics,4,25.5,Canada
2406,2024-04-05,1031,Bluetooth Headphones,Electronics,1,95,UK
2407,2024-02-27,1004,USB-C Cable,Accessories,1,12,Singapore
2408,2024-06-15,1043,Office Chair,Furniture,2,150,India
2409,2024-03-14,1061,Ergonomic Mouse Pad,Accessories,2,18,Singapore
2410,2024-06-29,1061,Desk Lamp,Furniture,5,35,India
2411,2024-01-21,1003,24 inch Monitor,Electronics,2,220,Singapore
2412,2024-02-08,1071,Ergonomic Mouse Pad,Accessories,5,18,Canada
2413,2024-04-18,1015,24 inch Monitor,Electronics,2,220,UK
2414,2024-02-01,1007,Laptop Stand,Accessories,4,40,Australia
2415,2024-06-08,1059,Gaming Keyboard,Electronics,1,70,Singapore
2416,2024-05-07,1077,External Hard Drive,Electronics,1,120,Australia
2417,2024-05-11,1074,Laptop Stand,Accessories,2,40,UK
2418,2024-04-19,1001,Webcam HD,Electronics,3,60,USA
2419,2024-05-26,1054,Office Chair,Furniture,1,150,Canada
2420,2024-04-02,1009,External Hard Drive,Electronics,5,120,Canada
2421,2024-05-09,1071,Wireless Mouse,Electronics,4,25.5,Singapore
2422,2024-04-30,1006,Mechanical Keyboard,Electronics,4,110,UK
2423,2024-03-05,1096,Wireless Mouse,Electronics,3,25.5,Singapore
2424,2024-01-18,1045,Laptop Stand,Accessories,1,40,Singapore
2425,2024-05-28,1095,USB-C Cable,Accessories,2,12,India
2426,2024-03-31,1070,USB-C Cable,Accessories,2,12,Singapore
2427,2024-06-24,1060,Ergonomic Mouse Pad,Accessories,4,18,Australia
2428,2024-02-16,1018,Gaming Keyboard,Electronics,4,70,India
2429,2024-03-16,1026,Wireless Mouse,Electronics,2,25.5,India
2430,2024-03-21,1040,External Hard Drive,Electronics,4,120,Singapore
2431,2024-05-19,1061,24 inch Monitor,Electronics,1,220,Singapore
2432,2024-06-14,1025,24 inch Monitor,Electronics,3,220,Singapore
2433,2024-01-13,1084,USB-C Cable,Accessories,3,12,India
2434,2024-04-04,1056,Bluetooth Headphones,Electronics,4,95,Germany
2435,2024-03-27,1024,Desk Lamp,Furniture,4,35,UK
2436,2024-05-12,1035,Gaming Keyboard,Electronics,4,70,India
2437,2024-04-20,1078,Office Chair,Furniture,5,150,UK
2438,2024-03-23,1014,Gaming Keyboard,Electronics,3,70,Australia
2439,2024-03-16,1040,Desk Lamp,Furniture,5,35,Australia
2440,2024-04-19,1022,Ergonomic Mouse Pad,Accessories,4,18,UK
2441,2024-04-24,1006,Ergonomic Mouse Pad,Accessories,3,18,Canada
2442,2024-04-21,1036,Mechanical Keyboard,Electronics,1,110,India
2443,2024-06-20,1082,Bluetooth Headphones,Electronics,3,95,Canada
2444,2024-06-22,1021,Wireless Mouse,Electronics,2,25.5,Singapore
2445,2024-06-04,1087,Desk Lamp,Furniture,1,35,USA
2446,2024-01-18,1031,Mechanical Keyboard,Electronics,3,110,UK
2447,2024-04-08,1073,Wireless Mouse,Electronics,5,25.5,USA
2448,2024-06-22,1058,USB-C Cable,Accessories,3,12,Germany
2449,2024-01-20,1074,Office Chair,Furniture,5,150,UK
2450,2024-04-11,1041,Mechanical Keyboard,Electronics,3,110,USA
2451,2024-01-30,1004,Ergonomic Mouse Pad,Accessories,2,18,Germany
2452,2024-05-12,1050,External Hard Drive,Electronics,1,120,UK
2453,2024-03-07,1091,Desk Lamp,Furniture,2,35,Canada
2454,2024-03-14,1089,Desk Lamp,Furniture,2,35,India
2455,2024-02-04,1010,Desk Lamp,Furniture,2,35,Australia
2456,2024-04-23,1012,Mechanical Keyboard,Electronics,3,110,Australia
2457,2024-03-29,1091,Gaming Keyboard,Electronics,5,70,Canada
2458,2024-03-15,1039,Office Chair,Furniture,2,150,Singapore
2459,2024-04-02,1066,Laptop Stand,Accessories,1,40,USA
2460,2024-02-05,1031,Desk Lamp,Furniture,1,35,UK
2461,2024-05-21,1074,USB-C Cable,Accessories,4,12,Singapore
2462,2024-05-21,1017,Webcam HD,Electronics,1,60,India
2463,2024-03-20,1051,Ergonomic Mouse Pad,Accessories,4,18,Canada
2464,2024-04-15,1099,Bluetooth Headphones,Electronics,5,95,India
2465,2024-02-02,1041,Mechanical Keyboard,Electronics,1,110,Germany
2466,2024-04-29,1088,External Hard Drive,Electronics,3,120,USA
2467,2024-05-21,1082,Webcam HD,Electronics,2,60,Singapore
2468,2024-02-03,1056,External Hard Drive,Electronics,1,120,Singapore
2469,2024-02-01,1067,Office Chair,Furniture,3,150,USA
2470,2024-02-11,1042,Ergonomic Mouse Pad,Accessories,2,18,UK
2471,2024-05-12,1037,Gaming Keyboard,Electronics,3,70,USA
2472,2024-06-11,1071,24 inch Monitor,Electronics,2,220,Australia
2473,2024-03-18,1079,External Hard Drive,Electronics,1,120,Canada
2474,2024-06-13,1022,Webcam HD,Electronics,5,60,USA
2475,2024-02-13,1085,Webcam HD,Electronics,5,60,UK
2476,2024-05-24,1006,Wireless Mouse,Electronics,1,25.5,India
2477,2024-06-13,1099,Webcam HD,Electronics,3,60,Australia
2478,2024-02-23,1099,Webcam HD,Electronics,4,60,Canada
2479,2024-06-12,1004,Desk Lamp,Furniture,5,35,UK
2480,2024-06-13,1039,Desk Lamp,Furniture,2,35,Singapore
2481,2024-06-24,1052,24 inch Monitor,Electronics,4,220,India
2482,2024-06-25,1008,Office Chair,Furniture,4,150,Germany
2483,2024-05-03,1060,Laptop Stand,Accessories,3,40,Canada
2484,2024-02-06,1041,Ergonomic Mouse Pad,Accessories,3,18,Australia
2485,2024-03-29,1052,Office Chair,Furniture,3,150,Canada
2486,2024-05-23,1014,USB-C Cable,Accessories,2,12,Germany
2487,2024-02-01,1035,Desk Lamp,Furniture,2,35,USA
2488,2024-01-25,1007,24 inch Monitor,Electronics,4,220,Singapore
2489,2024-06-06,1054,Laptop Stand,Accessories,2,40,Singapore
2490,2024-03-24,1074,Ergonomic Mouse Pad,Accessories,3,18,USA
2491,2024-02-10,1064,External Hard Drive,Electronics,4,120,Germany
2492,2024-03-19,1064,Wireless Mouse,Electronics,1,25.5,Germany
2493,2024-05-09,1059,Laptop Stand,Accessories,2,40,Canada
2494,2024-03-31,1007,Wireless Mouse,Electronics,3,25.5,Germany
2495,2024-06-01,1084,Mechanical Keyboard,Electronics,4,110,UK
2496,2024-05-17,1002,Gaming Keyboard,Electronics,4,70,USA
2497,2024-03-08,1094,USB-C Cable,Accessories,4,12,UK
2498,2024-01-12,1052,Wireless Mouse,Electronics,5,25.5,Canada
2499,2024-02-19,1047,External Hard Drive,Electronics,3,120,India
